# x, y
0.000000000000000000e+00 1.960784383118152618e-02 0.000000000000000000e+00
-1.570796370506286621e+00 3.921568766236305237e-02 -6.410288810729980469e-01
1.570796251296997070e+00 5.882352963089942932e-02 6.285819411277770996e-01
-2.356194496154785156e+00 7.843137532472610474e-02 -4.094059765338897705e-01
7.853982448577880859e-01 9.803921729326248169e-02 1.308069825172424316e+00
-7.853982448577880859e-01 1.176470592617988586e-01 -1.282671213150024414e+00
2.356194734573364258e+00 1.372549086809158325e-01 3.860179781913757324e-01
-2.748893737792968750e+00 1.568627506494522095e-01 -7.444605231285095215e-02
3.926990032196044922e-01 1.764705926179885864e-01 1.084825992584228516e+00
-1.178097248077392578e+00 1.960784345865249634e-01 -7.396476268768310547e-01
1.963495492935180664e+00 2.156862765550613403e-01 5.583603382110595703e-01
-1.963495492935180664e+00 2.352941185235977173e-01 -5.475187301635742188e-01
1.178097486495971680e+00 2.549019753932952881e-01 6.973934769630432129e-01
-3.926990032196044922e-01 2.745098173618316650e-01 -9.835175871849060059e-01
2.748893499374389648e+00 2.941176593303680420e-01 6.489847600460052490e-02
-2.945243120193481445e+00 3.137255012989044189e-01 8.245299011468887329e-02
1.963496208190917969e-01 3.333333432674407959e-01 6.258177161216735840e-01
-1.374446868896484375e+00 3.529411852359771729e-01 -4.167889058589935303e-01
1.767145872116088867e+00 3.725490272045135498e-01 5.608701705932617188e-01
-2.159844875335693359e+00 3.921568691730499268e-01 -3.285681903362274170e-01
9.817478656768798828e-01 4.117647111415863037e-01 8.656380176544189453e-01
-5.890486240386962891e-01 4.313725531101226807e-01 -9.070048332214355469e-01
2.552543878555297852e+00 4.509803950786590576e-01 2.349155694246292114e-01
-2.552544116973876953e+00 4.705882370471954346e-01 -2.303541451692581177e-01
5.890486240386962891e-01 4.901960790157318115e-01 8.551905155181884766e-01
-9.817476272583007812e-01 5.098039507865905762e-01 -7.847990989685058594e-01
2.159845113754272461e+00 5.294117927551269531e-01 2.864285111427307129e-01
-1.767145872116088867e+00 5.490196347236633301e-01 -4.701345264911651611e-01
1.374446630477905273e+00 5.686274766921997070e-01 3.359269797801971436e-01
-1.963496208190917969e-01 5.882353186607360840e-01 -4.850040674209594727e-01
2.945243120193481445e+00 6.078431606292724609e-01 -6.144305691123008728e-02
-3.043417930603027344e+00 6.274510025978088379e-01 4.636064171791076660e-02
9.817481040954589844e-02 6.470588445663452148e-01 2.494263797998428345e-01
-1.472621560096740723e+00 6.666666865348815918e-01 -3.027572631835937500e-01
1.668971300125122070e+00 6.862745285034179688e-01 3.839893937110900879e-01
-2.258019924163818359e+00 7.058823704719543457e-01 -2.206877917051315308e-01
8.835728168487548828e-01 7.254902124404907227e-01 6.841376423835754395e-01
-6.872234344482421875e-01 7.450980544090270996e-01 -6.769247055053710938e-01
2.454369306564331055e+00 7.647058963775634766e-01 2.004744857549667358e-01
-2.650718927383422852e+00 7.843137383460998535e-01 -1.117386072874069214e-01
4.908738136291503906e-01 8.039215803146362305e-01 6.093407273292541504e-01
-1.079922437667846680e+00 8.235294222831726074e-01 -4.925998151302337646e-01
2.061670064926147461e+00 8.431372642517089844e-01 2.479275465011596680e-01
-1.865320682525634766e+00 8.627451062202453613e-01 -3.321362733840942383e-01
1.276272058486938477e+00 8.823529481887817383e-01 2.912806570529937744e-01
-2.945244312286376953e-01 9.019607901573181152e-01 -4.646502435207366943e-01
2.847068548202514648e+00 9.215686321258544922e-01 -1.957190409302711487e-02
-2.847068309783935547e+00 9.411764740943908691e-01 1.919177360832691193e-02
2.945244312286376953e-01 9.607843160629272461e-01 4.381063282489776611e-01
-1.276272058486938477e+00 9.803921580314636230e-01 -2.640789151191711426e-01
