# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.655239105224609375e+01 2.904247856140136719e+01 3.071827173233032227e+00 1.404131221771240234e+01 4.219849777221679688e+01 2.717307567596435547e+00 1.704192638397216797e+00
1.000000000000000000e+03 6.839796066284179688e+00 2.271224784851074219e+01 1.054810762405395508e+00 5.989406585693359375e+00 3.272730636596679688e+01 1.177227735519409180e+00 2.556058168411254883e-01
2.000000000000000000e+03 6.824605941772460938e+00 1.990590476989746094e+01 1.164551138877868652e+00 5.832252025604248047e+00 3.164272880554199219e+01 1.314710974693298340e+00 3.170419633388519287e-01
3.000000000000000000e+03 4.362074375152587891e+00 1.552030658721923828e+01 8.288357853889465332e-01 4.286700725555419922e+00 2.463575172424316406e+01 1.077061533927917480e+00 2.362453192472457886e-01
4.000000000000000000e+03 2.616161584854125977e+00 1.138895130157470703e+01 5.404760837554931641e-01 2.748424053192138672e+00 1.771765327453613281e+01 7.447919249534606934e-01 1.550782322883605957e-01
5.000000000000000000e+03 1.994198799133300781e+00 8.777927398681640625e+00 3.743679523468017578e-01 1.933956384658813477e+00 1.405545806884765625e+01 4.739662706851959229e-01 1.230931058526039124e-01
6.000000000000000000e+03 1.414212942123413086e+00 4.904364585876464844e+00 2.595772147178649902e-01 1.284191131591796875e+00 8.605761528015136719e+00 3.111157417297363281e-01 1.026637926697731018e-01
7.000000000000000000e+03 1.282972574234008789e+00 3.791037797927856445e+00 2.094194442033767700e-01 1.195875525474548340e+00 7.610042095184326172e+00 2.704120576381683350e-01 7.901079207658767700e-02
8.000000000000000000e+03 1.123115658760070801e+00 3.211085081100463867e+00 1.899560093879699707e-01 1.085536122322082520e+00 6.784758090972900391e+00 2.453205883502960205e-01 8.667753636837005615e-02
9.000000000000000000e+03 2.988826632499694824e-01 6.081242561340332031e-01 9.919822961091995239e-02 3.622167706489562988e-01 2.354513645172119141e+00 1.339478343725204468e-01 1.159209758043289185e-01
1.000000000000000000e+04 1.130774058401584625e-02 4.772778600454330444e-02 1.148498337715864182e-02 4.541538655757904053e-02 5.857040286064147949e-01 2.485786750912666321e-02 2.262000367045402527e-02
1.100000000000000000e+04 8.279945701360702515e-03 3.142490237951278687e-02 8.972809650003910065e-03 3.510877490043640137e-02 5.296700000762939453e-01 2.162125520408153534e-02 1.631849817931652069e-02
1.200000000000000000e+04 6.081740837544202805e-03 1.885622553527355194e-02 7.555014919489622116e-03 2.670071274042129517e-02 4.645362794399261475e-01 1.945168338716030121e-02 1.383848302066326141e-02
1.300000000000000000e+04 3.807353088632225990e-03 1.180478837341070175e-02 5.362131632864475250e-03 1.930767111480236053e-02 3.879275023937225342e-01 1.444803364574909210e-02 1.149092055857181549e-02
1.400000000000000000e+04 2.398618031293153763e-03 7.479431573301553726e-03 3.939818125218153000e-03 1.470794901251792908e-02 3.314057290554046631e-01 1.055021584033966064e-02 9.532071650028228760e-03
1.500000000000000000e+04 1.599618815816938877e-03 4.587826784700155258e-03 2.955989912152290344e-03 1.186954230070114136e-02 2.908217310905456543e-01 8.249777369201183319e-03 8.247994817793369293e-03
1.600000000000000000e+04 1.196991535834968090e-03 3.137930529192090034e-03 2.304189372807741165e-03 1.017009466886520386e-02 2.638218700885772705e-01 6.856468971818685532e-03 7.642937824130058289e-03
1.700000000000000000e+04 9.278694051317870617e-04 2.061245031654834747e-03 1.778736128471791744e-03 8.880303241312503815e-03 2.442032843828201294e-01 5.767168011516332626e-03 6.709053181111812592e-03
1.800000000000000000e+04 7.323718164116144180e-04 1.333174412138760090e-03 1.373491599224507809e-03 7.848788984119892120e-03 2.276193350553512573e-01 4.917311947792768478e-03 5.795083474367856979e-03
1.900000000000000000e+04 5.768412956967949867e-04 8.069238974712789059e-04 1.057396177202463150e-03 6.960580125451087952e-03 2.123134136199951172e-01 4.230759106576442719e-03 4.968754947185516357e-03
2.000000000000000000e+04 4.620130348484963179e-04 4.943988169543445110e-04 8.209032239392399788e-04 6.224229000508785248e-03 1.986957043409347534e-01 3.688945202156901360e-03 4.383845720440149307e-03
2.100000000000000000e+04 3.843136073555797338e-04 3.419774584472179413e-04 6.530125392600893974e-04 5.662327166646718979e-03 1.876767277717590332e-01 3.287425264716148376e-03 4.033233504742383957e-03
2.200000000000000000e+04 3.438039857428520918e-04 2.572581870481371880e-04 5.402091192081570625e-04 5.245399661362171173e-03 1.791897267103195190e-01 3.000166499987244606e-03 3.766469657421112061e-03
2.300000000000000000e+04 3.180991043336689472e-04 3.152124409098178148e-04 4.813937994185835123e-04 4.998990800231695175e-03 1.731106191873550415e-01 2.816131105646491051e-03 3.711633849889039993e-03
2.400000000000000000e+04 2.978499687742441893e-04 1.807412481866776943e-04 4.120905068702995777e-04 4.721229895949363708e-03 1.676612794399261475e-01 2.646708628162741661e-03 3.263069782406091690e-03
2.500000000000000000e+04 2.942255814559757710e-04 1.795905554899945855e-04 3.855621034745126963e-04 4.548498429358005524e-03 1.633384227752685547e-01 2.528680721297860146e-03 3.258362645283341408e-03
2.600000000000000000e+04 2.780133218038827181e-04 1.827050000429153442e-04 3.418112464714795351e-04 4.395895171910524368e-03 1.597958505153656006e-01 2.423769794404506683e-03 3.104948671534657478e-03
2.700000000000000000e+04 2.662652696017175913e-04 1.340395829174667597e-04 3.249501751270145178e-04 4.270813893526792526e-03 1.564865559339523315e-01 2.337381942197680473e-03 2.914889482781291008e-03
2.800000000000000000e+04 2.607509086374193430e-04 1.229647605214267969e-04 3.087395452894270420e-04 4.158396273851394653e-03 1.534862220287322998e-01 2.257406245917081833e-03 2.738331910222768784e-03
2.900000000000000000e+04 2.521403366699814796e-04 1.345913187833502889e-04 2.880980318877846003e-04 4.064613021910190582e-03 1.508903354406356812e-01 2.185624325647950172e-03 2.703779842704534531e-03
